Name	AveExpr	t	logFC	P.Value	Adj pval	B
GAGE12I	1.2456476125042903	4.521341995059171	2.708747653704199	1.3110589101012619e-5	0.021706368064331075	2.8173810608683443
PAGE1	1.3569629481868013	4.063129206996241	2.6663776602325826	8.088163119175907e-5	0.058920650690572646	1.2711516182982852
XAGE1C	2.6479470368692124	2.965593535969369	2.6305940272910053	0.0035611137012126204	0.32590453631399113	-1.8926667530857397
XAGE1B	2.7195177763646146	2.9046984427597127	2.554363374469047	0.004282880804099275	0.34119275631581597	-2.0437255235675575
CSAG1	2.3133826652179303	3.621107322570047	2.478393067656376	4.1109227683878074e-4	0.1311997235798055	-0.09973335705661857
XAGE1D	2.8579159088931076	2.7205226494275707	2.422581440678181	0.007357536848847689	0.43592907356055266	-2.4838460839788286
TM4SF20	2.144862012208469	3.5433320284083294	2.4197480419581687	5.397348454362914e-4	0.14918748169178334	-0.3278996586457268
MAGEB2	1.4182968202761386	3.838467370566047	2.382010259315813	1.8787562171885066e-4	0.08616251546841736	0.5589094948687201
MAGEA6	1.9865426487120212	2.9550479276077253	2.324884088666814	0.0036774992500483365	0.32992975764581983	-1.9190215543876659
MAGEA1	3.0580673764055355	3.1942058174981938	2.319766946311166	0.0017376945709233458	0.23617084720638787	-1.3015389369866712
CTAG2	2.210315483238701	2.899989593649935	2.316049827653868	0.004343934770075295	0.3439640870983099	-2.055292764238192
MAGEA3	2.2549978240351938	2.9378531824751404	2.296788893215811	0.0038747869139571073	0.3344436932558618	-1.9618185273039441
GAGE1	0.9122289825102081	4.349437280504379	2.228461741028329	2.6349398597939162e-5	0.03388655169249874	2.2230814292618053
COX7B2	3.0974934685693323	2.529064177674893	2.2137065920537595	0.012562030235901155	0.5370415367517178	-2.914151691359891
F8A2	1.9628402068764297	3.267559837114081	2.176319601788226	0.0013691361184150382	0.21834278480656022	-1.1039687284745332
TUBA3C	1.3031259999867786	3.391226477062472	2.0985130151548903	9.079833102223041e-4	0.18869896492365862	-0.7623891836925907
XAGE1E	2.38848682929276	2.4826196888660044	2.0502377853861584	0.014241674743605907	0.5565866532844438	-3.0142789777113452
XAGE1A	2.4116903046163336	2.4701285568603373	2.028076548846787	0.01472633184643781	0.5628892942756984	-3.0409214086234346
MAGEA12	1.568430519485856	3.1169318787936677	2.0161524174050025	0.0022242414049312726	0.27356211177567447	-1.5055488134521227
SSX4B	1.2974233525840442	3.406126466168744	1.9417412057026506	8.63505006132285e-4	0.18869896492365862	-0.720521878397709
PNMA6A	1.4334485623303896	3.729633316674978	1.9020869973414114	2.791911507811421e-4	0.09969861251031686	0.22530069072124448
FAM183A	1.416795933960521	4.185815938372732	1.9019768758747868	5.033938932834889e-5	0.04365623611656619	1.6731336049999888
NXF2B	0.5875342426787403	4.681411260973661	1.7999026255316841	6.73572729552936e-6	0.016123214460312105	3.385439066582089
