Gene.Name	N_black	N_white	Method	Statistic.D	pvalue	Condition	padj
A1BG	142	674	Two-sample Kolmogorov-Smirnov test	0.0718017302628829	0.5810	BRCA	0.6634795585653374
A2M	142	674	Two-sample Kolmogorov-Smirnov test	0.107577214025996	0.1324	BRCA	0.19276271484531135
A2ML1	142	674	Two-sample Kolmogorov-Smirnov test	0.222572825678104	0.0000	BRCA	0
A4GALT	142	674	Two-sample Kolmogorov-Smirnov test	0.137564257951268	0.0236	BRCA	0.04374142072053735
A4GNT	142	674	Two-sample Kolmogorov-Smirnov test	0.0639444978476199	0.7236	BRCA	0.7924832040411329
AAAS	142	674	Two-sample Kolmogorov-Smirnov test	0.0573410791156434	0.8353	BRCA	0.8889950677886864
AACS	142	674	Two-sample Kolmogorov-Smirnov test	0.0589919337986375	0.8090	BRCA	0.8674423314689432
AADAC	142	674	Two-sample Kolmogorov-Smirnov test	0.0852384335687717	0.3616	BRCA	0.44896776656667575
AADAT	142	674	Two-sample Kolmogorov-Smirnov test	0.244702637188114	0.0000	BRCA	0
AAED1	142	674	Two-sample Kolmogorov-Smirnov test	0.163601788774188	0.0038	BRCA	0.008893035209457723
AAGAB	142	674	Two-sample Kolmogorov-Smirnov test	0.259602123124504	0.0000	BRCA	0
AAK1	142	674	Two-sample Kolmogorov-Smirnov test	0.304049818197016	0.0000	BRCA	0
AAMDC	142	674	Two-sample Kolmogorov-Smirnov test	0.135286496426631	0.0273	BRCA	0.04957993617869964
AAMP	142	674	Two-sample Kolmogorov-Smirnov test	0.221402599573703	0.0000	BRCA	0
AANAT	142	674	Two-sample Kolmogorov-Smirnov test	0.273937392903415	0.0000	BRCA	0
AAR2	142	674	Two-sample Kolmogorov-Smirnov test	0.0794290968362101	0.4499	BRCA	0.5380954094700203
AARD	142	674	Two-sample Kolmogorov-Smirnov test	0.134387929953609	0.0289	BRCA	0.05209609027021676
AARS	142	674	Two-sample Kolmogorov-Smirnov test	0.170184310611443	0.0022	BRCA	0.005517267970256128
AARS2	142	674	Two-sample Kolmogorov-Smirnov test	0.177414636185063	0.0012	BRCA	0.0032386484884410196
AARSD1	142	674	Two-sample Kolmogorov-Smirnov test	0.176348894554269	0.0014	BRCA	0.0037070078511195117
AASDH	142	674	Two-sample Kolmogorov-Smirnov test	0.235340828352907	0.0000	BRCA	0
AASDHPPT	142	674	Two-sample Kolmogorov-Smirnov test	0.286914364525432	0.0000	BRCA	0
AASS	142	674	Two-sample Kolmogorov-Smirnov test	0.197517448907092	2e-04	BRCA	6.478833155460691e-4
AATF	142	674	Two-sample Kolmogorov-Smirnov test	0.0993856312951895	0.1969	BRCA	0.270188577456299
AATK	142	674	Two-sample Kolmogorov-Smirnov test	0.13079366406152	0.0362	BRCA	0.06320337455661011
ABAT	142	674	Two-sample Kolmogorov-Smirnov test	0.284845571948009	0.0000	BRCA	0
ABCA1	142	674	Two-sample Kolmogorov-Smirnov test	0.273937392903415	0.0000	BRCA	0
ABCA2	142	674	Two-sample Kolmogorov-Smirnov test	0.0757930371546788	0.5106	BRCA	0.59716460313383
ABCA3	142	674	Two-sample Kolmogorov-Smirnov test	0.185021105863669	7e-04	BRCA	0.0020095208070617905
ABCA4	142	674	Two-sample Kolmogorov-Smirnov test	0.10878923391984	0.1245	BRCA	0.1829724015493867
ABCA5	142	674	Two-sample Kolmogorov-Smirnov test	0.0473941572282359	0.9548	BRCA	0.9849231152647976
ABCA6	142	674	Two-sample Kolmogorov-Smirnov test	0.216909767208593	0.0000	BRCA	0
ABCA7	142	674	Two-sample Kolmogorov-Smirnov test	0.24854766581686	0.0000	BRCA	0
ABCA8	142	674	Two-sample Kolmogorov-Smirnov test	0.148618715258913	0.0112	BRCA	0.022908176100628928
