Name	Mean(log(Black))	Mean(log(White))	logFC	M-W U test pval	Adj pval
ADH7	10.325997811209872	3.4594376907851454	6.866560120424726	0.00202892256727194	0.248841191743274
GBP6	13.201999811725031	6.380432757945336	6.821567053779695	0.0037638484313206044	0.248841191743274
KRT13	18.725999985466384	11.941162900142222	6.7848370853241615	0.014450565519133374	0.2625449712055164
SPRR2A	17.726000043826712	11.177961101247812	6.5480389425789	0.01973654342935094	0.27086807003416674
SPRR2F	11.482000396022116	5.089416860182879	6.392583535839237	0.007625547846444647	0.248841191743274
CAPNS2	12.64000006224136	6.308785849964023	6.331214212277336	0.0034528102903111924	0.248841191743274
TMPRSS11D	12.395999138196322	6.104371956576968	6.291627181619353	0.007473978046260377	0.248841191743274
LY6D	16.333999965902002	10.086680255953723	6.247319709948279	0.01770423145163058	0.2660309102286272
TMPRSS11A	11.222004488941424	5.015442478899208	6.206562010042217	0.008594222255810635	0.248841191743274
KRT15	16.534000071152526	10.397319156517161	6.136680914635365	0.007325115599034704	0.248841191743274
KRT5	18.30199999417892	12.16562213144451	6.136377862734411	0.008096926262408766	0.248841191743274
CALML3	14.832000058000792	8.76765039143553	6.064349666565262	0.014722846344940699	0.2625449712055164
SPRR2D	16.085999859216155	10.041279806746799	6.044720052469357	0.02805183515672538	0.2894504373225397
SPRR2E	15.297999618195263	9.266427603178135	6.031572015017128	0.02902956032681081	0.29032748636566635
SPRR2B	10.761999047533715	4.739729617402423	6.022269430131292	0.010454928536587249	0.25152596896740687
CLCA2	12.641999868853802	6.800576939376604	5.841422929477198	0.008096926262408766	0.248841191743274
SPRR3	17.713999860443074	11.882326329878255	5.831673530564819	0.03323924332359107	0.2950063837277001
SPRR1A	16.1159997970253	10.300263698554627	5.815736098470673	0.027102626559328824	0.28663939308855785
TP53AIP1	10.705997919706949	5.037741881051702	5.6682560386552465	0.001729521921749022	0.248841191743274
SBSN	14.506000293458294	8.84245000129252	5.663550292165775	0.028537091275589566	0.2898591780875835
TMPRSS11E	12.17199926973576	6.520250391408175	5.651748878327585	0.01706880081548512	0.2634381359759449
A2ML1	13.094004229568494	7.444250701052526	5.649753528515968	0.01973654342935094	0.27086807003416674
SPRR1B	16.97599997906658	11.33030204911032	5.645697929956258	0.04759717434261046	0.3274800676719387
KRT6A	17.68600001643231	12.113699615148692	5.572300401283618	0.14556134663020603	0.47972552385619116
DAPL1	12.14400018506294	6.70899162858795	5.4350085564749895	0.0052789930395152895	0.248841191743274
UGT1A7	9.963996190028833	4.586438409934084	5.377557780094749	0.03796075747251926	0.3060386520980614
FAM83C	10.66599950025989	5.304331389379056	5.361668110880834	0.010454928536587249	0.25152596896740687
IVL	12.491998666795311	7.136694457107573	5.355304209687738	0.05567534867333579	0.3440649643837093
DSG3	13.995999895016615	8.651555484325398	5.344444410691217	0.015281005352396626	0.2625449712055164
C10orf99	12.593999967538329	7.290094089461319	5.30390587807701	0.0405280133860747	0.312223426305919
CERS3	11.896000340428884	6.594475231494546	5.301525108934338	0.008259752956856659	0.248841191743274
GRHL3	12.50800006829787	7.222809842775888	5.285190225521982	0.007936978949169116	0.248841191743274
LGALS7B	15.782000026915432	10.521601958828729	5.260398068086703	0.019037550605060516	0.2677311749956464
PKP1	14.772000045674787	9.536301904308147	5.23569814136664	0.006894357691897057	0.248841191743274
SERPINB13	11.70999911064646	6.507829443334381	5.20216966731208	0.05397413988614308	0.3410746133263143
FAT2	11.629999000903602	6.484372356583761	5.145626644319841	0.0036052796660849262	0.248841191743274
DSC3	12.41399964422422	7.331395477467669	5.082604166756551	0.007936978949169116	0.248841191743274
KRT6C	12.441999911619707	7.373956871452953	5.068043040166754	0.08951627398282669	0.40423267586789974
TP63	12.575999152986466	7.524026710854464	5.051972442132001	0.0033787976418289123	0.248841191743274
CSTA	15.808000033678619	10.788573013753359	5.01942701992526	0.032140620374048856	0.29473563859626273
KRT16	15.743999953126703	10.733764745557531	5.010235207569172	0.04465402014791198	0.320551444593525
IL36G	10.394001091714394	5.413519547563501	4.9804815441508925	0.001810628262801317	0.248841191743274
GJB6	12.374000101191529	7.406416707135663	4.967583394055866	0.03323924332359107	0.2950063837277001
FOXN1	10.142001559201814	5.178715364897628	4.963286194304186	0.004188375162572089	0.248841191743274
KRT14	16.417999977545076	11.517142953768541	4.900857023776535	0.038589245447107734	0.30810492682276464
GPR87	11.241999966603037	6.365360169559946	4.876639797043091	0.007779867231905824	0.248841191743274
S100A8	19.272000003009175	14.407320637175287	4.864679365833888	0.03612728226727013	0.30292360250990963
S100A2	17.89400001273868	13.029735888909189	4.864264123829491	0.014182735098971055	0.2611688287385853
KRTDAP	11.95399771314131	7.089739738378027	4.864257974763284	0.018029651630483756	0.2669561101580245
KRT6B	15.093999999063433	10.355373420727071	4.738626578336362	0.06887522007927127	0.3681700933618105
IL36RN	10.076005845450638	5.341604868011909	4.734400977438729	0.016758656010880668	0.2634381359759449
S100A7	15.116000083481074	10.387871808237803	4.728128275243272	0.04254873692916561	0.31474313442484325
FOXE1	9.051992825935752	4.335685729768437	4.7163070961673155	0.0044634920025717895	0.248841191743274
ANXA8L1	11.455999627484275	6.7425286347486955	4.713470992735579	0.008765955066268871	0.248841191743274
AC119673.1	9.77199923784124	5.05892760642621	4.713071631415029	0.007473978046260377	0.248841191743274
KRT24	8.28202154816251	3.576705524573645	4.705316023588864	0.018360298972377564	0.26750221190795215
ZNF750	11.753999316566961	7.078225840093127	4.675773476473834	0.01938429416562859	0.2705185941336612
RHCG	15.621999658494744	10.961800889241742	4.660198769253002	0.1015649491979187	0.4214401583031432
GJB5	12.512000457094839	7.98289378030671	4.529106676788129	0.005170175075151939	0.248841191743274
LYPD3	15.442000025059485	10.960625472617957	4.481374552441528	0.026181270142452084	0.2850049562667886
MYCL	10.320005842308507	5.84708501609415	4.472920826214358	0.03672986905587472	0.3032295445356258
ALDH3B2	12.985998165615621	8.528173451803196	4.457824713812425	0.031073265106206005	0.29321570161358745
IGFL1	10.133991437162859	5.706215565756458	4.427775871406401	0.03672986905587472	0.3032295445356258
BNIPL	11.539999188900776	7.11503160583125	4.424967583069526	0.01770423145163058	0.2660309102286272
FAM25A	10.70600322121945	6.309586538157409	4.396416683062042	0.05070172335895373	0.3352867777099729
SPRR2G	8.740006103175572	4.347408031268144	4.392598071907428	0.01973654342935094	0.27086807003416674
S1PR5	10.202001998719256	5.8143981082758085	4.387603890443447	0.0027748797471881526	0.248841191743274
KRT17	16.60799999635451	12.253394252341012	4.354605744013499	0.004655894084623968	0.248841191743274
ALDH3A1	10.690208926896483	6.369595470248541	4.320613456647942	0.05921191815394422	0.3505745947398024
TMEM40	12.215999750730463	7.904206208475142	4.31179354225532	0.05070172335895373	0.3352867777099729
ZNF812	9.692000130338467	5.397065335835746	4.294934794502721	0.008765955066268871	0.248841191743274
GSDMC	10.937999533971766	6.664163689034906	4.27383584493686	0.028537091275589566	0.2898591780875835
HCAR2	10.85200140599797	6.610131747981682	4.241869658016289	0.006894357691897057	0.248841191743274
RHOV	12.954001242131548	8.746718456693094	4.207282785438455	0.016758656010880668	0.2634381359759449
S100A9	19.83999999877736	15.638035335102412	4.201964663674946	0.03553314373796579	0.3002921641558389
TGM1	13.279999211256769	9.092579183391978	4.187420027864791	0.04610582330404722	0.32332662842252907
NTF4	9.13600534861624	4.969316002768609	4.166689345847631	0.002899855143882024	0.248841191743274
SLURP1	10.951967503543926	6.808998920151653	4.142968583392273	0.09208912126331092	0.40687216798821413
ANXA8L2	12.404000887407179	8.270391133779047	4.133609753628132	0.08576585792073377	0.3994802568931978
LTB4R2	11.107998268518497	7.0071554984176165	4.10084277010088	0.00410014653683155	0.248841191743274
IRX4	8.401984787668576	4.312602780028548	4.089382007640029	0.025730831482631222	0.2850049562667886
CNFN	15.149999946981495	11.072583389383103	4.077416557598392	0.05231653964319083	0.3384684973292332
TMPRSS11B	9.326043268598529	5.248866938530859	4.07717633006767	0.05070172335895373	0.3352867777099729
