Name	AveExpr	t	logFC	P.Value	Adj pval	B
F8A2	1.7338814650275538	14.380156851366797	1.980166248264386	7.177324765566901e-45	1.8673348375786343e-41	90.79100236297738
NPIPB15	3.879075330178079	11.822043144130923	1.4352272111552722	2.6378362564895732e-31	2.825898464893418e-28	60.12356610673127
F8A3	3.9054358971870076	11.585263120361299	1.4266782054133635	3.647232937811905e-30	3.1630193458776384e-27	57.54782618658742
GSTM1	5.132782671119181	8.631520016402215	1.4186127652931253	1.1448592142679459e-17	2.3965719552009002e-15	29.39425050393822
CCL3L3	1.5260159746286877	10.672539958271997	1.0587383564598236	5.884984555912693e-26	3.0622096780651993e-23	48.05308407788498
SPINK2	2.295073646834967	10.960042963934102	0.9639381285015767	2.999309829103889e-27	1.7620461486335492e-24	50.96887945894164
CCL4L1	3.3648911028653488	9.991422634694699	0.9089495091789841	5.1335799325034903e-23	2.124835402971672e-20	41.425117950022575
ACSM1	3.2958379482960756	15.721317501864494	0.9005368998464993	7.562669465964022e-53	2.2955222719022797e-49	108.84532016106353
PTPN20A	2.416193325109956	11.182569152848739	0.8043413948924436	2.8555522004310207e-28	1.7932867818706809e-25	53.27332662660897
GSTT2	5.110947181075505	11.51408634744064	0.7669217241137112	7.960538382191205e-30	6.303361957237662e-27	56.782539867051305
GSTM3	7.1371443940889625	12.51076831994985	0.7002313162356897	9.779088628495586e-35	1.369975093093551e-31	67.87425071214703
POLR2J2	4.743422825455663	9.61264616981154	0.6955223741008814	1.865198772833448e-21	6.932448989967909e-19	37.91162808464276
CD1E	2.802830020302931	7.106428812995745	0.6491580468608449	1.6049719688734485e-12	1.670271399835614e-10	17.86558622246608
IGLL5	5.121492391422813	4.626028522326571	0.6445026086578798	3.945281678343895e-6	1.0323487058333193e-4	3.7184702136936467
ESPNL	2.5042415676603236	9.374189805190703	0.6390142536519123	1.6794639195079232e-20	5.014163426570213e-18	35.7637395633362
PNMA6A	0.7171376345505256	8.02082106602539	0.6255900967016286	1.6948813235936395e-15	3.026193986792879e-13	24.524751770010578
CCL4L2	3.2099275768273183	7.261790816994789	0.6251249682709812	5.285285398543909e-13	6.170231902453953e-11	18.943072271587333
MAP1LC3B2	3.928936293305888	16.481353251049093	0.60982991998527325	1.2860103793986338e-57	5.85520525740198e-54	119.64356694906225
C10orf107	2.914092913086739	8.012251899771371	0.6062763074725215	1.8136269767773316e-15	3.2067742234047345e-13	24.45883686840827
CTB-134H23.2	1.3789937845370772	11.307532724852386	0.5921270797313726	7.486476217225422e-29	5.243988648773438e-26	54.5854664904189
TUBB8	1.1636990122924218	11.897060594488599	0.5855015107915971	1.1365968778110906e-31	1.293731396168474e-28	60.94931974452481
C1QL3	2.2423230023335683	11.587410076192821	0.5852076097764045	3.5616503273417826e-30	3.1630193458776384e-27	57.571106830556936
CCL3L1	2.435694912540464	6.921469311396093	0.5835228732119364	5.8513090892585225e-12	5.579269169297183e-10	16.611854650322986
PM20D1	1.988185226002135	10.388612770469315	0.5807061370198014	1.0386732569770238e-24	4.8503377836065525e-22	45.242192287193824
AREGB	1.8403963809034547	6.226144785659432	0.5764546453822605	5.714561194269905e-10	3.927305225284661e-8	12.182620860159009
FTCDNL1	3.3453858145157143	11.193098500699977	0.5675850412193584	2.5522252239644983e-28	1.6600402063871945e-25	53.38338611884584
C4BPA	2.9701899493729673	6.298157224669801	0.565709724642649	3.6300056299659277e-10	2.5824086926929483e-8	12.620411738943368
GAL3ST2	1.3575909079928372	8.06927440459481	0.563063261887439	1.1540764817690624e-15	2.1018040885978167e-13	24.898873703618012
FCGBP	5.042257395889425	5.719856311976361	0.5494832975741852	1.2123149712228752e-8	6.436933019216036e-7	9.242174545448119
LRRIQ3	2.2990613990139095	11.783381975709116	0.5347696820096668	4.062626201514874e-31	4.110474910110494e-28	59.70001116864861
GSTT2B	4.142043560365461	7.644047465094207	0.5334390150017319	3.1294539188226776e-14	4.452626153874891e-12	21.688423231328667
IGJ	7.275740102075551	4.170667766141872	0.527908040613907	3.15562474119721e-5	5.712747294898965e-4	1.756412149462217
NPIPA8	2.9960523458346398	5.052543582010912	0.5238417812399319	4.7210409634153203e-7	1.702566297539006e-5	5.736710400558631
PRSS45	1.8607624548466657	10.869759384577664	0.523240373727107	7.6947629827135e-27	4.379281982536821e-24	50.045842818897974
UTS2	1.0819776889006472	6.319774331034051	0.5133885873264638	3.1647635736203246e-10	2.2781294151293814e-8	12.752777955366486
SULT1A1	6.635898609025449	10.751583718238884	0.5013976206114164	2.6143276317809307e-26	1.4003569067645385e-23	48.8477875537893
CRYBB2	1.8919055439413979	8.773123576637838	0.4962360827980541	3.42623449248738e-18	7.79982282214752e-16	30.57106403824285
PIGR	5.645377782308539	3.562642636890803	0.4952383737356074	3.7499528698058907e-4	0.004149097306494829	-0.5513545948188074
CD1C	3.4760231843504004	6.484531253775301	0.49128067767455796	1.0969605035112127e-10	8.465188427943306e-9	13.77596909325727
MZB1	4.871171848160419	4.291032486772046	0.48074224520371267	1.8559404361010987e-5	3.685974615296969e-4	2.2556310862535414
AL359736.1	0.5464960225493988	6.926878812888432	0.479258232556694	5.6365699137959e-12	5.402800593160575e-10	16.648075855129576
EMR1	2.0250382432664193	8.627900694960529	0.4754830571059192	1.1803818648173716e-17	2.4154061260734798e-15	29.364448453952736
C11orf21	3.036108706450606	9.460504377609535	0.47166001925950685	7.623759877575684e-21	2.4358581559720763e-18	36.535506039925515
MYOC	5.094903476638656	4.982492596009329	0.4701822549581429	6.76916542928861e-7	2.2787438225176372e-5	5.39329494833768
SNX31	1.9431832302122045	6.4620983636322835	0.4669215617618203	1.2690551932805713e-10	9.751912734188085e-9	13.635171148016465
EXOC3L4	4.0656190782867405	7.24423533097069	0.4636363684790532	5.998645095022155e-13	6.870900910097074e-11	18.820217332031444
DNAH10	2.095891764667717	8.846692906271993	0.45995789098325934	1.8178839145329975e-18	4.2996495911006425e-16	31.18948743730107
C17orf97	4.758091164255327	11.087265010997514	0.4595471567553062	7.857778079315251e-28	4.770195146016312e-25	52.28134614806513
BTBD16	1.6377794171810307	7.512094320934067	0.4496412452629883	8.428429756481996e-14	1.1204274651463513e-11	20.725651259686956
KLRC1	2.6988910627781544	7.25473662644495	0.44800277579741943	5.561219296321902e-13	6.410185178773068e-11	18.893687738629563
UGT3A2	1.0150072933724852	7.601995416217265	0.447593320999605	4.29865833990083e-14	6.068772533819683e-12	21.379886030587258
KHDC1L	1.0757748213906777	6.945151034709143	0.44732165523826184	4.966818800688361e-12	4.81147361692215e-10	16.770626454206116
HPR	2.6130248906804336	6.774608399521367	0.44097645506303307	1.598125505563351e-11	1.4337468821339776e-9	15.63890781811645
TBC1D3C	3.6873070628732476	7.839977252766362	0.4350155971279386	6.980686891130374e-15	1.1351095505470212e-12	23.14730918337213
ACOT1	5.2114990936985	9.020319378441895	0.42780663057066537	3.9968844756779444e-19	1.0398751438720961e-16	32.66798268675084
TNFRSF17	2.6791150524870195	3.907148882138924	0.4277119321478242	9.622819239019977e-5	0.0014259624408546122	0.7122840713443646
USP41	3.315040499958708	3.302171413167201	0.4276415675984615	9.748388114874815e-4	0.008786822556926253	-1.4302588193231527
PLA2G4C	5.558598560058784	8.629435821506647	0.4270763299945255	1.1652134305846812e-17	2.4114621588418425e-15	29.377063581433777
RP11-683L23.1	1.4288609981583837	6.139985972120085	0.4246137598303128	9.773021546696713e-10	6.4023837556993e-8	11.665223035950664
MUC4	4.092229682370648	3.652301321156971	0.42311124199476824	2.660084301946368e-4	0.0031956105083804256	-0.2335684097407329
ALG1L	3.2199089939903516	5.9636862266393145	0.42232118743691194	2.868093604570955e-9	1.7182144975804682e-7	10.628207063903488
SMIM17	1.8019776663758416	8.825430558859171	0.4203217598525226	2.1843937592993844e-18	5.100279377482101e-16	31.010262548595787
CCL15	2.1618799920457605	4.069514526954879	0.4196852663869127	4.878394825364184e-5	8.197024444384835e-4	1.347683145595016
LRRC36	2.4979727736508877	7.257791693787041	0.41944405054581013	5.439970640007329e-13	6.310365942408502e-11	18.915078419017604
DOK7	3.138632102616005	6.661932049157003	0.41916638243496607	3.4085120595146546e-11	2.9559915060895663e-9	14.90598451127859
TTC24	1.156461616811456	7.277744422477303	0.4187687278337917	4.709567057590997e-13	5.5335893711514345e-11	19.0549924500508
NBPF16	4.816631552050945	13.594671026098696	0.41740654800350807	1.8092278600609437e-40	3.294965778742991e-37	80.83444029403758
PF4V1	0.8993011013497004	6.19300727656268	0.41446107309555535	7.03015846576248e-10	4.7773599245696375e-8	11.982806813779309
LTK	3.3883137417997626	6.623938385067784	0.4141096777393969	4.38875764729593e-11	3.6424846229171123e-9	14.66150734433278
CD79A	4.335850455951588	3.9935083981103108	0.41131578138907	6.725281948282874e-5	0.0010727819460662972	1.0470688687891974
ZG16B	4.027483920673794	3.6034701477695408	0.40864168797537026	3.21009860419031e-4	0.0036815060314555367	-0.40761327588732055
SPDYE2	3.1983839259804325	10.18552532482902	0.4084949611727393	7.761427699189292e-24	3.533778031440885e-21	43.27363764881972
PCSK1N	4.325702406388548	4.211325131410446	0.40717424242142286	2.6416481795570974e-5	4.9393939061698e-4	1.923478225453933
PRSS46	1.1021272246694411	9.585091387693272	0.40667562329462736	2.4104157100984237e-21	8.607547237708332e-19	37.6609514591739
VNN1	3.1015670982791463	5.338687328964379	0.40614607840661954	1.0330726983480908e-7	4.406163930284643e-6	7.188066546476022
DPYSL4	3.0294272737091084	5.964110137709838	0.4038528789283431	2.8607774883352274e-9	1.7182144975804682e-7	10.630665517488108
MIXL1	1.196659276117271	6.1637669886060555	0.40336154804096047	8.433381177759416e-10	5.641618982739922e-8	11.807339639141418
PNOC	2.4938807703490977	4.959736032925856	0.4020450507706328	7.602305121480001e-7	2.512761903310232e-5	5.282744467231413
L1TD1	1.7172830911604293	6.4339691155929115	0.398980006636243	1.5225099555825924e-10	1.1505373987995921e-8	13.45927531453895
FCRL5	2.6461717003316934	4.082034296772611	0.3982419120845475	4.624717293612226e-5	7.842211485220285e-4	1.3977359324594287
NOTCH2NL	6.069893329606879	13.89744671068494	0.3978762291220628	3.846089352542106e-42	8.755622411062103e-39	84.61716944626413
POLR2J3	7.299439245340568	12.884144504760146	0.39668195033245723	1.1506484655197028e-36	1.7463008211704025e-33	72.23478818525506
CD180	3.153708622827632	6.750530026022487	0.39580638607946383	1.880757719491857e-11	1.6790372346757696e-9	15.481295502805278
SLC22A16	1.1829700215345595	7.37817968254069	0.39472694038285705	2.2667312128358092e-13	2.7705844864540776e-11	19.764822640973584
NLRP2	3.9710467366597313	3.5810641535435956	0.39161347971937666	3.4966270068990946e-4	0.003926052469152053	-0.48669839589781816
NKG2-E	1.4266983190093097	5.155307244944883	0.39127970746037755	2.7596833779565125e-7	1.064816815240339e-5	6.248968362156332
GZMA	4.542908782272123	5.871421975893444	0.3908788177941398	4.980817087870237e-9	2.791096640132085e-7	10.09714111251144
AC007952.5	2.663658403195347	7.78743735269629	0.3906080442368971	1.0473699258180339e-14	1.6165000922879689e-12	22.752678278174066
