Gene	MeanAA	MeanEA	logFC	Std Error	t	pvalue	padj
A1BG	5.211499445713405	4.990553458542318	0.2209459871710866	0.1524341045597248	1.4494524555987294	0.14790318580299144	0.38403376387854005
A2M	9.388795417613332	9.538149237957349	-0.14935382034401634	0.10415040522225662	-1.434020540057389	0.15225629947676506	0.3907682815770639
A2ML1	0.7268370465141746	0.46536215579069307	0.2614748907234815	0.12962735246187473	2.0171274484710704	0.04427157728822876	0.1979072080444826
A4GALT	6.952386246741087	6.927053828503966	0.025332418237121068	0.09446347194327688	0.26817157697032984	0.7886893231343883	0.9054186903923664
A4GNT	2.4051831715886607	2.3039532672465697	0.101229904342091	0.19201740919646065	0.5271912831534908	0.5983188406044243	0.7984301939048565
AAAS	6.700052812749401	6.664499957832909	0.035552854916491405	0.04580138091666196	0.7762398033627351	0.4380124971058742	0.6841227182802858
AACS	5.649269535227948	5.575094795903616	0.07417473932433172	0.06449531289553954	1.1500795328254247	0.2507178880847398	0.5082922450748565
AADAC	0.5623264968284523	0.46447559240143216	0.0978509044270201	0.14906547276981608	0.6564290348987757	0.5118814147374473	0.7398861458272761
AADAT	4.162191606281118	4.128348265993188	0.03384334028792946	0.0826719659791095	0.4093690029880429	0.6824623727756294	0.8483383204552428
AAED1	5.569186225550473	5.763520864195322	-0.19433463864484946	0.06325638657637803	-3.072174197149293	0.0022531072319341176	0.03791670204263745
AAGAB	6.127528867375421	6.036679453894341	0.09084941348108	0.058609158496172195	1.5500890272467134	0.12181846697799013	0.3447224107970418
AAK1	4.46082470999109	4.5809247133893765	-0.12010000339828686	0.09437987828723017	-1.272517040473199	0.20384222690020068	0.4561639127071933
AAMDC	7.188926836455643	7.2820757699833925	-0.09314893352774956	0.058474669707189994	-1.5929792163716325	0.11186234077432883	0.32863961125698926
AAMP	7.674790042319133	7.660826095490928	0.013963946828204676	0.04373204865009372	0.3193069444318098	0.7496409595133491	0.8836325527289132
AANAT	1.659718530327607	1.3878383217295251	0.2718802085980818	0.13128032543034618	2.0709897519437073	0.03892549081529814	0.1850459511167345
AAR2	6.5109339778590005	6.49743983404273	0.013494143816270565	0.031949872218676234	0.4223536082996473	0.6729673214593186	0.8433276583236159
