Gene	pv_race	pv_gender	pv_age	Residual
A1BG	0.852160904514618	0.169151109242786	0.451371424054757	170.006647481401
A2M	0.35716086153829	0.572111427447873	0.0256607868194439	110.684933914307
A2ML1	0.248426281828266	0.993302917340163	0.120235320101418	33.0224212864972
A4GALT	0.498592359771056	0.922539220409245	0.375840334272976	76.6243110768655
A4GNT	0.628067535206365	0.0677915670935981	0.310653062369747	96.2959552272363
AAAS	0.608780985095397	0.355890451347464	0.148119903488854	7.38840756168969
AACS	0.559914741798208	0.913273787109831	0.0980818210888867	43.8145827846653
AADAC	0.0475611886475883	0.912489235322475	0.158181169309399	200.316994542851
AADAT	0.60878424026401	0.517508606569477	0.0109497463272538	85.5246107656822
AAED1	0.954299817991163	0.963027830367324	0.0983138958210852	24.6016425970646
AAGAB	0.473520675584263	0.928541590005605	0.649551408730986	12.1338994242951
AAK1	0.0189920514240284	0.237069582171006	0.900269991007857	35.2773952432327
AAMDC	0.223463594154863	0.396505460232633	0.550570117277949	17.6195754317814
AAMP	0.969142662416853	0.795320387551203	0.0851270197494507	4.91390543687045
AANAT	0.97658808316639	0.744646186595662	0.96659896569003	42.7391852763088
AAR2	0.624491804526482	0.772112608957939	0.622681310769551	5.66963368867335
AARD	0.757444058104274	0.377245319913504	0.26959209173833	33.6263989336461
AARS	0.970636240930907	0.646461869537997	0.0221459885314828	13.7687001169648
AARS2	0.571893671098467	0.144665526650278	0.676172019653734	13.8251728139323
AARSD1	0.862300876955987	0.119355215159664	0.221566289074022	8.01509332028843
AASDH	0.33412141159371	0.0847757576627325	0.164712265039794	10.1824151777348
AASDHPPT	0.56261450827545	0.199493804940887	0.139475104001945	9.5299353455367
AASS	0.337003210954289	0.956752317567984	0.0423455561259924	119.921351807647
AATF	0.768976211945395	0.0224227385001442	0.0359050202777147	9.38640933453197
AATK	0.967612774593438	0.750145454895961	0.387158157362287	101.680766177451
ABAT	0.669605551885329	0.217988341361865	0.245901775865639	94.2494660869815
ABCA1	0.755267829714763	0.768362294947224	0.706902299120471	40.6650754840615
ABCA2	0.20781396594425	0.42002506364765	0.321349084564934	35.6449886272123
ABCA3	0.204766111316012	0.42585241222835	0.180319769115926	72.7790088659479
ABCA4	0.533495066666449	0.304163080436259	0.982321550561716	86.6166917544302
ABCA5	0.0527872611367882	0.0667132281552555	0.221239505523402	32.2520012032599
ABCA6	0.719883536989781	0.86504936401355	0.0578184451767222	147.503212890127
ABCA7	0.422076740575464	0.116376091148306	0.594527771979588	48.1648954411788
ABCA8	0.617238996843095	0.763599758304169	0.118029020780831	149.322737376381
ABCA9	0.52131866685151	0.361087342792272	0.0139663745955567	91.2217788680589
ABCA10	0.546942404942901	0.106251917069505	0.437308342498526	89.8150568092571
ABCA12	0.135282170194156	0.903447016120878	0.291533013195926	39.9894234837053
ABCA13	0.376217609237588	0.105502463208603	0.649935374150506	80.1145171928349
ABCB1	0.105911160809254	0.961344968758474	0.0259711639568922	105.561516360564
ABCB4	0.211099287495214	0.31457993208874	0.0184612910750058	166.064854837117
ABCB5	0.43107585711592	0.4552535861447	0.0443232941656789	44.6862486313476
ABCB6	0.686583916007503	0.831684211383568	0.406811564556527	38.6539662207678
ABCB7	0.336590251221537	0.0312355905412714	0.151983123566015	9.41422502983368
ABCB8	0.203960617624869	0.405453388228601	0.785809794865419	13.8786854052872
ABCB9	0.0187190702131491	0.76541956618363	0.037464999538788	58.1772686021676
ABCB10	0.352031749401747	0.68190849169902	0.223419521424647	14.9526827968591
ABCB11	0.0636223334737797	0.192315227873302	0.401086933822158	249.384627690557
ABCC1	0.360397789777909	0.882513631045423	0.0837538657898219	95.0930515392242
ABCC2	0.538614727711173	0.0123758885052493	0.134822803195131	130.318206077268
ABCC3	0.423962979798921	0.435784698789211	0.526791499788934	49.3847183147266
ABCC4	0.0466784667126825	0.843956854281299	0.741808151071929	127.602095182165
ABCC5	0.309836583343707	0.485776631228046	0.948071241557593	28.8697706982147
ABCC6	0.586411707623996	0.181881325387254	0.0390615760836007	56.2907946191822
ABCC8	0.723473066212913	0.771332694022731	0.434113501708791	105.814092147712
ABCC9	0.651271338084916	0.0221582097728182	0.0115354720027417	90.9025243488813
ABCC10	0.28659229097264	0.887962702466654	0.0455013998090523	20.7113753938977
ABCC11	0.190169379475413	0.850756525311735	0.0678570787051985	94.3049629664974
ABCC12	0.0342057264337981	0.0744123452316015	0.22022148201445	24.7937155425874
ABCD1	0.231133547645745	0.242355767564474	0.675596056797939	22.7773407035187
ABCD2	0.250647977889977	0.248126414403468	0.0970473599533057	31.4446953360655
ABCD3	0.530487944678154	0.850205048310529	0.641406454563473	17.9706368901603
ABCD4	0.304396348558707	0.444024126250944	0.612256924079274	11.4524202705039
ABCE1	0.897991549000932	0.185155130583021	0.0343159100670644	14.2164111754413
ABCF1	0.088461427637598	0.368431260584903	0.0276288669543052	7.61267263756535
ABCF2	0.392304773621149	0.660644407656702	0.0746029002914756	13.4893939080508
ABCF3	0.722803395993827	0.0947149225192356	0.138964132328029	4.06491493829922
ABCG1	0.478741039804638	0.812010361104468	0.0426606596954573	75.2143392316282
ABCG2	0.79196368028285	0.893122568300039	0.262523238241935	127.755520832434
ABCG4	0.0281334628567807	0.844810277158949	0.2926018821245	28.5512332646752
ABHD1	0.388379251557804	0.310917861702472	0.18997090713242	136.03040026349
ABHD2	0.604310130665203	0.703023720716468	0.116188308963451	38.8345891401402
ABHD3	0.148242301846203	0.84445902078536	0.351474386051154	25.5365588136024
ABHD4	0.935247507080375	0.0132883431440308	0.270188464270804	18.3878495327661
ABHD5	0.558789604387802	0.404552941557375	0.354260118813742	18.5892356309561
ABHD6	0.497275672623855	0.930958851362638	0.0167844897802292	60.1696733278544
ABHD8	0.746712118896518	0.117049866028327	0.128390217164359	17.1653514868955
ABHD10	0.616241452270885	0.460888919009998	0.399458202756451	11.2118298688743
ABHD11	0.663295602659623	0.01149683352775	0.374628400921596	32.2818601311116
ABHD12	0.189993567466212	0.0707507774711982	0.725652086533919	12.3309872574264
ABHD12B	0.0118311032460878	0.976578296675774	0.114097515850812	100.76756323192
ABHD13	0.632759979999542	0.407455480835911	0.0808293014895525	13.4516835992075
ABHD14A	0.75857033167606	0.852147380478386	0.0305860016158829	16.5926460686234
ABHD14A-ACY1	0.850609587766764	0.926485667854686	0.169040158139244	45.2977629437157
ABHD14B	0.273108706700735	0.857678060403311	0.0246794656209179	20.7260225044409
ABHD15	0.614723373591181	0.60115253046956	0.000170367387962946	47.700360806285
ABHD16A	0.722850424796714	0.896177604930412	0.317206124963411	8.67266028089578
ABHD16B	0.238550089857074	0.416098361940201	0.488835518879292	25.7354001538839
ABHD17A	0.426424910135494	0.55578386368974	0.613868642739092	11.2509731107709
ABHD17B	0.663652907048998	0.48356515450006	0.86334937471649	12.4632247034393
