Gene	pv_race	pv_gender	pv_age	Residual
A1BG	0.249578518803905	0.378906584168736	0.630097151106065	43.178310809282
A2M	0.48891742607371	0.374842679378155	0.00173068620970337	53.5779142232528
A2ML1	0.0188722951986446	0.237467523711537	0.635910172691724	1448.12402208761
A4GALT	0.0310620830149568	0.720672008077816	0.423376023070325	49.7020484907824
A4GNT	0.368946246915403	0.643405160475778	0.05627990519859	102.662966109893
AAAS	0.535578927340417	0.315042379999081	0.0710867872172948	17.2343257419893
AACS	0.0430036082173967	0.851245254572391	0.724035429574524	41.4774417636817
AADAC	0.492378373013196	0.699474507676422	0.0199978260266237	162.785805045324
AADAT	0.315772461155698	0.603316408439855	0.746947387183104	69.1725307154147
AAED1	0.194003513271992	0.787805949462929	0.258627626783059	33.644833749154
AAGAB	0.105395661889041	0.882366487045178	0.773282377721077	7.25386678057617
AAK1	0.463525964998552	0.961159062800279	0.862423046070753	16.4782090589411
AAMDC	0.167317036169051	0.0517375798782067	0.764076836640794	44.5677667803512
AAMP	0.779830086978178	0.717832994887797	0.0923119086097157	3.58375115996037
AANAT	0.341100663102575	0.400234066733115	0.825639105832834	71.3516655015286
AAR2	0.0238759781106158	0.145286565905892	0.150238032972614	16.3329249608373
AARD	0.545463270834193	0.446879119166362	0.0804229836499739	244.46700716313
AARS	0.105269716740555	0.737068129674204	0.0310564135809244	16.4504164098586
AARS2	0.0822512624480833	0.287936975845383	0.316913346639506	24.1572634790686
AARSD1	0.410041704297458	0.729044705307358	0.941857711813633	8.29214574909687
AASDH	0.216652702712693	0.0230357412110276	0.774030740556169	8.88276278688784
AASDHPPT	0.887546406007285	0.0111369505054732	0.93657804908007	7.43357555810365
AASS	0.129562396723172	0.970318662967815	0.0527444728982237	68.9178378075249
AATF	0.703042521670239	0.503943806463793	0.643603772357525	8.57763845816253
AATK	0.152757525383246	0.411488242862915	0.00466704860968653	116.372869768848
ABAT	0.721527797224682	0.480077160248487	0.415794174855698	46.41643646693
ABCA1	0.530380682904402	0.552557344646524	0.435775444789905	50.3528861575825
ABCA2	0.751009668135407	0.104777277355727	0.000653827385118431	37.3603534580337
ABCA3	0.254801218264631	0.631771663589207	0.0113642667913896	72.6867082759104
ABCA4	0.232925010816185	0.28023151128976	0.872706791719436	87.5532213480938
