Gene	pv_race	pv_gender	pv_age	Residual
A1BG	0.00592084067641887	0.802121889644899	0.38925025490364	104.524362800316
A2M	0.63952559434035	0.738892146833992	0.164939088963206	96.2146544843384
A2ML1	0.785235033156757	0.862206237091294	0.557740039300418	328.258782059807
A4GALT	0.0529017534910207	0.913212744249918	0.359235621847872	173.149075820348
A4GNT	0.646414013949117	0.580374951006715	0.00339105976616672	83.8485335737766
AAAS	0.500673822760293	0.253253923466769	0.240499283038733	19.0080543633066
AACS	0.581930546471385	0.446882312892028	0.0802568284523102	45.1198842174516
AADAC	0.538035625785216	0.972201772299467	0.768486061289379	335.808433788671
AADAT	0.0760382663814863	0.0953115754376329	0.175372630419577	81.28500647476
AAED1	0.0673250767532437	0.68857202367315	0.635676540876287	63.5680778831057
AAGAB	0.570129908704639	0.732350599231356	0.451728735712288	28.7896860342169
AAK1	0.639869858690179	0.822001497837525	0.969798113154133	54.3360355168213
AAMDC	0.52314476298269	0.938611403244969	0.246713919326386	33.5672358986797
AAMP	0.650559208206439	0.881382379621734	0.256082919476368	9.29426202995741
AANAT	0.288919716150965	0.429652191638154	0.97737030127708	146.796198074956
AAR2	0.451113618157455	0.234273980742852	0.779660313641278	31.4233274923106
AARD	0.294947028847011	0.904087429337774	0.519305796231918	269.053163299682
AARS	0.0753323287961262	0.66186188792164	0.514345201423931	24.0615563352008
AARS2	0.445022950171293	0.737535399053987	0.708146285882812	24.1236800819271
AARSD1	0.00288153047214503	0.700662480948818	0.837573200056008	18.1131295397162
AASDH	0.7767143620432	0.277597087233813	0.949451415758118	20.9783528248685
AASDHPPT	0.452431052659999	0.838369486557544	0.377937494776885	14.9418735976941
AASS	0.338893229415142	0.396154534614172	0.993021613431477	146.570722030215
AATF	0.344542633778249	0.217006248234967	0.965358976459778	16.8053866080249
AATK	0.785567667340065	0.297716569772966	0.531568798602099	191.845945381589
ABAT	0.734259702741003	0.159260333093299	0.23727229333714	156.20318059182
ABCA1	0.149992134152506	0.647496889043479	0.648796004307033	130.697750044702
ABCA2	0.21032961276598	0.330990056880635	0.470077232336401	57.523124393656
ABCA3	0.369285173057118	0.630769099561184	0.406387754945942	213.32863034049
ABCA4	0.495623705714931	0.74997557350612	0.165330029019004	249.263280179152
ABCA5	2.03085868518613e-06	0.62779534985226	0.242374079442843	73.9881000219646
ABCA6	0.317446019982929	0.421328019600187	0.518090203728504	227.694970153504
ABCA7	0.000968713330686466	0.370232826059355	0.876555042476471	101.275039624013
ABCA8	0.731939446349347	0.812922730314853	0.587019359000979	316.186957223379
ABCA9	0.526790394374747	0.875725079008379	0.913587186145151	205.62710911913
ABCA10	0.00103656046135234	0.166837129263415	0.822836694341618	144.542714248943
ABCA12	0.608273550589544	0.455955782373399	0.603933300731205	354.154879981381
ABCA13	0.039355868334811	0.482635757544255	0.85828103317184	186.747845728783
ABCB1	0.0569074191879035	0.416674522203117	0.0175563906672448	346.656597362009
ABCB4	0.0785588043087991	0.263185432164088	0.0440826415377463	150.607671185621
ABCB5	0.222250173627277	0.874420048713686	0.145892372096615	209.630601206467
ABCB6	0.0199048507538631	0.823803707912186	0.285554039888439	44.9186684495949
ABCB7	0.211153278193687	0.0339005148291256	0.970072921009138	18.366467875025
ABCB8	0.0189810756214366	0.864530225576301	0.703825677082151	20.814214475999
ABCB9	0.11853510903993	0.475008591146764	0.679379763723391	51.4232895999709
ABCB10	0.996639662903752	0.41130080370977	0.19004384812035	19.2439585504243
ABCB11	0.438535269603027	0.529671380719107	0.742204743084017	135.286807287283
ABCC1	0.0791070659246417	0.419542563399606	0.478166396932626	35.5660171199044
ABCC2	0.759824460386802	0.0216777821911397	0.629765973037891	240.572463974865
ABCC3	1.54106129153347e-05	0.546748392404892	0.460574214213295	376.726165429562
ABCC4	0.956069148471263	0.0224610814573268	0.761947816319591	103.329519625196
ABCC5	0.00248460300631558	0.137567980490761	0.627450870225913	47.9311052680194
ABCC6	0.493700532062046	0.106321776311479	0.412472248019773	243.320693199299
ABCC8	0.89440589430895	0.480459943120881	0.290008782266462	263.555199982461
ABCC9	0.0285086435118159	0.9485839459806	0.18225132252758	254.076554166467
ABCC10	1.60407803305811e-05	0.475705117224301	0.730433444668744	24.0550636939342
ABCC11	0.420179593275095	0.358680724646567	0.596681605893765	70.4707994646234
ABCC12	0.638635034760767	0.454154039608843	0.193096959587674	24.7808392810056
ABCD1	0.677328490305154	0.413053908760575	0.972272642575308	46.5315702101265
ABCD2	0.148846662537173	0.76357245152858	0.342635790092765	103.837879371591
ABCD3	0.58279787019921	0.364965294202491	0.783445446066684	33.1651518041382
ABCD4	0.0411190095510772	0.687843267789099	0.708619074785976	25.5081247263611
ABCE1	0.00245668684097782	0.906573487259801	0.840129233645342	19.8263014317935
ABCF1	0.228215543805258	0.65632188909485	0.825582115855554	11.3848052909732
ABCF2	0.70846819160074	0.231549053798411	0.120632948315426	16.7462585705007
ABCF3	0.0685841688371559	0.301134862905471	0.313926623488393	13.6542590005449
ABCG1	0.522029532553924	0.529142986494447	0.671204281915518	95.991809853353
ABCG2	0.341840608144869	0.696691349585538	0.679503175059686	291.090696673488
ABCG4	0.478867488146386	0.778886130512958	0.175094580024402	65.8104129359434
ABHD1	0.297983042869941	0.0391594373979918	0.954286731802148	168.101477151054
ABHD2	0.937495800232238	0.848751092707481	0.71488016470688	55.6370795068536
ABHD3	0.154052344709726	0.138951079980264	0.628971751480689	115.842355865384
ABHD4	0.826121005997538	0.82074986016247	0.618792915717409	42.8268629124694
ABHD5	0.154134742378949	0.0576966378839026	0.739050199421144	35.5431585529605
ABHD6	0.84225444056156	0.121469033845297	0.267793850888011	37.9100855212751
ABHD8	0.065548466818171	0.993843188646263	0.216715586723447	90.3448021310164
ABHD10	0.10690867377167	0.0419663833699584	0.651538961505385	14.5668470394213
ABHD11	0.00255127348810022	0.979226645983217	0.460393499249282	133.65986397837
ABHD12	0.285721687324261	0.904787220300427	0.84088794156712	34.0763309596761
ABHD12B	0.115888332813655	0.360015321064502	0.814830449824429	923.589192017311
ABHD13	0.101607886931122	0.16537424274705	0.599317137893767	19.6976003400148
ABHD14A	0.106716834282449	0.298291422185176	0.276009387868749	48.7219529854046
ABHD14A-ACY1	0.0308169311313757	0.50564993532429	0.910833784261328	95.1807897982808
ABHD14B	0.222445334326366	0.54116346468179	0.702231930763902	34.7688493906648
ABHD15	0.284081064242125	0.980910533146023	0.789678716981783	41.0354460888161
ABHD16A	0.657441791112195	0.122089853054915	0.899036484841223	11.0416250355009
ABHD16B	0.477361686407095	0.262090869243892	0.942777045381569	62.0956533904147
ABHD17A	0.573510474064183	0.957974409095241	0.54647815901823	17.2205232992728
ABHD17B	0.249111303012374	0.825610260128854	0.392672315995198	35.236368166496
ABHD17C	0.840213531763349	0.910718254616522	0.813545847816405	171.094368769381
ABI1	0.0326870515611797	0.325948060021868	0.609689303811037	11.8783298621542
ABI2	0.725184123645046	0.333831911964565	0.797204500100192	49.7133057062572
ABI3	0.0316278905517665	0.331267239478412	0.223889036042627	103.800223250496
ABI3BP	0.681932927336369	0.610674229941689	0.610351636744521	254.767620738262
ABL1	0.873702775353314	0.557600002241184	0.393188101865173	34.7659941115722
ABL2	0.749422209600937	0.127993700010941	0.725110506472164	56.5980086092764
ABLIM1	0.0151596459160777	0.831187309654973	0.85808945365425	41.8397699909675
ABLIM2	0.228453590304555	0.0322933904395062	0.177213125281179	74.671008013136
ABLIM3	0.736357108623894	0.80775691327044	0.208228619713395	182.804784334357
ABR	0.00653732885645734	0.314161658419397	0.704191026208675	60.7850138427369
ABRA	0.646010106025599	0.553783295330645	0.583245890773422	104.290819325543
ABRACL	0.0991713617467454	0.690730595056491	0.771158765001903	118.057464189962
ABT1	0.289596985856338	0.313590228751077	0.709546169043528	10.5824217525758
ABTB1	0.165359668155486	0.42575287435119	0.45861468170785	60.0761607755234
ABTB2	0.320761433350037	0.841371551999987	0.655836753544365	65.3103538255635
AC002310.13	0.23293387533578	0.900100169531309	0.549488808551728	132.078812272989
AC002365.1	0.4091269724726	0.535990709048038	0.290396820742912	80.11401733492
AC002398.9	0.383630336719747	0.111712088969315	0.0399998197049495	340.945719054383
AC002985.3	0.626731614242366	0.645299789697316	0.910548179356494	138.285461346954
AC003002.4	0.165400355116831	0.485408508469774	0.376260449003252	18.4709948288782
AC003002.6	0.319317553112758	0.457202533601286	0.0896868215321975	230.544377805162
AC003005.4	0.924301568781497	0.81366115719845	0.325082284912317	183.198914481306
AC003006.7	0.525627671558747	0.98181648487133	0.37963643015949	347.409235539726
AC003101.1	0.650360605784731	0.342335229846952	0.138396739725583	55.9130518268369
AC003102.1	0.161010094251042	0.168834082127103	0.18323616743556	39.8874947306181
AC004017.1	0.0513542591052345	0.123944383344399	0.629580466312778	625.808144325285
AC004076.7	0.331394252974132	0.675247126998497	0.774257690920534	74.1201300913158
AC004076.9	0.834360557758857	0.684629273715491	0.729272545851233	323.008645755518
AC004381.6	0.702404091278179	0.471632150330483	0.905089962164822	45.2565713610751
AC004466.1	0.0925444096787396	0.970214382436145	0.958655943182447	82.7594636142325
AC005003.1	0.962923157990864	0.0722137916831689	0.168804712677785	62.2854932076411
AC005082.1	0.783588436407912	0.202659114338671	0.559502417685734	16.9358163232646
AC005481.5	0.0548725904899662	0.516244117186402	0.868436377401051	115.003039720438
AC005544.1	0.249220244762579	0.122758434101075	0.633741815895314	176.548781381555
AC005609.1	0.641277537457828	0.0794692627080686	0.021261101340417	101.648924781941
AC005779.2	0.176664648886123	0.0458134217001008	0.275529326753129	123.63362151396
AC005841.1	0.000409220684489625	0.216758704477032	0.243627553462121	135.822851188725
AC006116.20	0.175474488913123	0.991891419343106	0.024433613545723	260.540137054726
AC006126.3	0.581997303841967	0.854469948340794	0.90802473212975	132.022702929013
