Gene	pv_race	pv_gender	pv_age	Residual
A1BG	0.000174123432869347	2.64417314225876e-07	0.0198141797359482	113.931532317354
A2M	0.50451773211875	0.0536433787098856	0.934313581429315	47.7108380335932
A2ML1	0.43948051823842	0.410731505384138	0.196510960852727	145.020503684135
A4GALT	0.815394901097137	0.20326796845676	0.0230061370998789	64.1401328637175
A4GNT	0.194402302964828	0.897045775721994	0.411482399243082	116.25248627032
AAAS	0.0406940420766553	0.36209129591659	0.00215042832507454	12.4637402609352
AACS	0.237227989463224	0.424523418874251	0.00546836816044681	17.1166176873579
AADAC	0.536309168982298	0.805160403191868	0.215230893521017	191.719913955158
AADAT	0.989020256960847	0.0252947800555611	0.0111402802760468	55.8533390434419
AAED1	0.0300950985643075	0.587378595019087	0.0447793178008247	15.2796962770242
AAGAB	0.260719539673185	0.695486879243636	2.4278267278932e-05	13.7959266014204
AAK1	0.178380963780894	0.136655462879678	0.798854652085128	70.3923874898814
AAMDC	0.821721985103431	0.52682159753099	0.0987589525498286	24.1547123938974
AAMP	0.00866323179830212	0.355171383049111	0.886221327349613	6.76446411377264
AANAT	0.640511474153041	0.829120289284407	0.0230338249450232	126.680726991586
AAR2	0.02921222600471	0.852030625516946	8.42540713949247e-07	9.54908013666591
AARD	0.823675512416267	0.603968586840823	0.210841813427913	154.472426333115
AARS	0.470057567598473	0.318784444949787	0.00463024313623305	39.2452071159013
AARS2	0.167101869705207	0.807874820056424	0.148454486080726	10.5102826212491
AARSD1	0.00666662522206533	0.972701024951854	0.0499214420180391	7.66105436802094
AASDH	0.106531778768568	0.29574242777517	0.0853877738909669	16.2211462038861
AASDHPPT	0.464506902439157	0.315250484855004	0.0862587970147632	8.42817395169925
AASS	0.271349753677369	0.115677422995079	0.723541132636947	44.6757206492391
AATF	0.903355487323755	0.602141984655454	0.0054825279540635	5.47763553702263
AATK	0.00282765423223044	2.7728338656339e-05	0.453451715871445	114.887336371175
ABAT	0.0332824867619233	0.152723097842007	0.503989807401959	93.4123853735794
ABCA1	0.570235396324973	0.525805605242072	0.99085995286811	71.4339564895461
ABCA2	0.823723246754428	0.508272639977963	0.135181437131649	53.9850646283483
ABCA3	0.387507567728006	0.957767983909942	0.187036078730282	54.7767146911644
ABCA4	0.675092821023032	0.473692222196296	0.393925990706184	116.751813100462
ABCA5	0.293589287877941	0.0208250762904624	0.0792229893934818	28.0835523579143
ABCA6	0.181658232279275	0.00670238770821034	0.0400728866990937	168.878648624634
ABCA7	0.636436183313147	0.47943917556112	7.85182233806618e-06	48.6347381805348
ABCA8	0.915579629795498	0.828095688728166	0.154655058612221	188.133543244706
ABCA9	0.459604260744861	0.0286830924911698	0.12518753212655	168.539683609968
ABCA10	0.0688131485570845	0.30989393526174	0.000150877612458822	131.491463518704
ABCA12	0.223499885271045	0.660369857448544	0.682783441557214	63.7833760498375
ABCA13	0.0166972904996139	0.690766108702394	0.730367641557595	323.599937555715
ABCB1	0.198799092685712	0.528355032576282	0.0272664351861036	93.9986316270089
ABCB4	0.00510356401233604	0.920210361955968	0.159229047161352	139.919459858358
ABCB5	0.470000139204936	0.333302027120309	0.00397128247830279	62.5615903710468
ABCB6	0.978287374290684	0.087489861107539	1.54076337592199e-08	47.7155731481876
ABCB7	0.0255240232686473	0.0337369791116974	0.941786437560163	13.361177018339
ABCB8	0.118207107178739	0.979870010332203	0.024499783432654	18.5379218546757
ABCB9	0.10794185835177	0.505808378699772	0.0620103576898795	40.0164161909501
ABCB10	0.457372514814834	0.533266044710034	0.0436287401125285	17.2584917619252
